Local Government Area,Offence type,Jan - Dec 2015,Jan - Dec 2016,Jan - Dec 2017,Jan - Dec 2018,Jan - Dec 2019,"Rate per 100,000 population Jan - Dec 2019",2 year trend and annual percent change (Jan 2018-Dec 2019),5 year trend and average annual percent change (Jan 2015-Dec 2019)
Ryde,Other theft,298,252,316,294,275,215.8,Stable,Stable
Ryde,Arson,12,7,13,13,16,12.6,nc,nc
Ryde,Malicious damage to property,474,480,573,461,515,404.1,Stable,Stable
Ryde,Possession and/or use of cocaine,12,2,3,29,11,8.6,nc,nc
Ryde,Possession and/or use of narcotics,0,0,0,2,12,9.4,nc,nc
Ryde,Possession and/or use of cannabis,102,96,97,95,117,91.8,Stable,Stable
Ryde,Possession and/or use of amphetamines,19,28,19,24,27,21.2,Stable,nc
Ryde,Possession and/or use of ecstasy,3,10,7,4,4,3.1,nc,nc
Ryde,Possession and/or use of other drugs,9,15,16,24,28,22,Stable,nc
Ryde,"Dealing, trafficking in cocaine",11,0,7,9,4,3.1,nc,nc
Ryde,"Dealing, trafficking in narcotics",1,0,0,0,0,nc,nc,nc
Ryde,"Dealing, trafficking in cannabis",4,10,3,3,7,5.5,nc,nc
Ryde,"Dealing, trafficking in amphetamines",7,1,1,2,2,1.6,nc,nc
Ryde,"Dealing, trafficking in ecstasy",1,1,0,4,4,3.1,nc,nc
Ryde,"Dealing, trafficking in other drugs",0,3,3,4,0,nc,nc,nc
Ryde,Cultivating cannabis,13,3,8,5,13,10.2,nc,nc
Ryde,Manufacture drug,3,0,0,1,0,nc,nc,nc
Ryde,Importing drugs,2,2,2,0,0,nc,nc,nc
Ryde,Other drug offences,26,21,19,19,30,23.5,nc,nc
Ryde,Prohibited and regulated weapons offences,37,67,61,58,61,47.9,Stable,Stable
Ryde,Trespass,61,53,65,69,80,62.8,Stable,Stable
Ryde,Offensive conduct,17,16,12,16,12,9.4,nc,nc
Ryde,Offensive language,15,14,12,17,11,8.6,nc,nc
Ryde,Criminal intent,15,13,8,7,13,10.2,nc,nc
Ryde,Betting and gaming offences,0,0,0,0,1,0.8,nc,nc
Ryde,Liquor offences,76,33,40,59,39,30.6,Stable,Stable
Ryde,Pornography offences,5,7,3,7,3,2.4,nc,nc
Ryde,Prostitution offences,0,0,0,0,0,nc,nc,nc
Ryde,Escape custody,0,1,1,0,0,nc,nc,nc
Ryde,Breach Apprehended Violence Order,54,66,56,80,88,69,Stable,Up 13.0%
Ryde,Breach bail conditions,221,180,189,251,345,270.7,Up 37.5%,Up 11.8%
Ryde,Fail to appear,8,5,6,8,20,15.7,nc,nc
Ryde,Resist or hinder officer,26,30,23,29,22,17.3,Stable,Stable
Ryde,Other offences against justice procedures,6,6,4,2,4,3.1,nc,nc
Ryde,Transport regulatory offences,176,322,176,86,61,47.9,Stable,Down 23.3%
Ryde,Other offences,144,91,156,141,129,101.2,Stable,Stable
Shellharbour,Murder *,1,0,0,0,1,1.4,nc,nc
Shellharbour,Attempted murder,0,0,1,0,1,1.4,nc,nc
Shellharbour,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Shellharbour,Manslaughter *,0,0,0,0,0,nc,nc,nc
Shellharbour,Domestic violence related assault,272,234,238,200,237,328.1,Stable,Stable
Shellharbour,Non-domestic violence related assault,232,237,190,171,210,290.7,Up 22.8%,Stable
Shellharbour,Assault Police,15,24,26,23,21,29.1,Stable,nc
Shellharbour,Sexual assault,64,52,58,62,72,99.7,Stable,Stable
Shellharbour,"Indecent assault, act of indecency and other sexual offences",70,67,59,70,80,110.7,Stable,Stable
Shellharbour,Abduction and kidnapping,2,4,3,1,1,1.4,nc,nc
Shellharbour,Robbery without a weapon,9,9,11,7,11,15.2,nc,nc
Shellharbour,Robbery with a firearm,1,2,2,1,1,1.4,nc,nc
Shellharbour,Robbery with a weapon not a firearm,13,7,8,9,4,5.5,nc,nc
Shellharbour,Blackmail and extortion,0,1,0,1,2,2.8,nc,nc
Shellharbour,"Intimidation, stalking and harassment",311,312,266,267,276,382.1,Stable,Stable
Shellharbour,Other offences against the person,12,13,6,5,4,5.5,nc,nc
Shellharbour,Break and enter dwelling,267,224,216,177,232,321.2,Stable,Down 3.5%
Shellharbour,Break and enter non-dwelling,106,119,72,62,66,91.4,Stable,Down 11.2%
Shellharbour,Receiving or handling stolen goods,44,52,43,47,55,76.1,Stable,Stable
Shellharbour,Motor vehicle theft,146,150,130,120,116,160.6,Stable,Stable
Shellharbour,Steal from motor vehicle,375,481,353,322,289,400.1,Stable,Down 6.3%
Shellharbour,Steal from retail store,256,187,258,272,313,433.3,Stable,Up 5.2%
Shellharbour,Steal from dwelling,158,167,140,138,166,229.8,Stable,Stable
Shellharbour,Steal from person,25,18,15,10,17,23.5,nc,nc
Shellharbour,Stock theft,1,0,0,1,0,nc,nc,nc
Shellharbour,Fraud,293,274,257,308,346,479,Stable,Stable
Shellharbour,Other theft,173,170,156,147,163,225.6,Stable,Stable
Shellharbour,Arson,47,50,55,54,58,80.3,Stable,Stable
Shellharbour,Malicious damage to property,569,496,537,507,515,712.9,Stable,Stable
Shellharbour,Possession and/or use of cocaine,5,12,2,14,7,9.7,nc,nc
Shellharbour,Possession and/or use of narcotics,2,4,7,5,5,6.9,nc,nc
Shellharbour,Possession and/or use of cannabis,116,186,122,131,111,153.7,Stable,Stable
Shellharbour,Possession and/or use of amphetamines,73,113,64,73,62,85.8,Stable,Stable
Shellharbour,Possession and/or use of ecstasy,8,8,4,3,5,6.9,nc,nc
Shellharbour,Possession and/or use of other drugs,22,26,19,19,23,31.8,nc,nc
Shellharbour,"Dealing, trafficking in cocaine",1,9,14,3,6,8.3,nc,nc
Shellharbour,"Dealing, trafficking in narcotics",0,1,0,1,1,1.4,nc,nc
Shellharbour,"Dealing, trafficking in cannabis",2,4,30,44,26,36,Stable,nc
Shellharbour,"Dealing, trafficking in amphetamines",6,26,120,7,8,11.1,nc,nc
Shellharbour,"Dealing, trafficking in ecstasy",3,8,6,2,6,8.3,nc,nc
Shellharbour,"Dealing, trafficking in other drugs",5,0,0,0,5,6.9,nc,nc
Shellharbour,Cultivating cannabis,12,6,14,13,12,16.6,nc,nc
Shellharbour,Manufacture drug,1,0,6,0,0,nc,nc,nc
Shellharbour,Importing drugs,0,0,1,1,0,nc,nc,nc
Shellharbour,Other drug offences,31,45,30,31,36,49.8,Stable,Stable
Shellharbour,Prohibited and regulated weapons offences,97,164,132,126,157,217.3,Stable,Stable
Shellharbour,Trespass,69,100,96,56,139,192.4,Up 148.2%,Stable
Shellharbour,Offensive conduct,22,42,25,16,12,16.6,nc,nc
Shellharbour,Offensive language,23,24,23,11,16,22.1,nc,nc
Shellharbour,Criminal intent,8,11,3,7,9,12.5,nc,nc
Shellharbour,Betting and gaming offences,0,0,1,0,0,nc,nc,nc
Shellharbour,Liquor offences,77,80,41,49,13,18,nc,nc
Shellharbour,Pornography offences,8,5,6,14,7,9.7,nc,nc
Shellharbour,Prostitution offences,0,0,0,1,0,nc,nc,nc
Shellharbour,Escape custody,1,3,0,2,4,5.5,nc,nc
Shellharbour,Breach Apprehended Violence Order,181,181,158,150,180,249.2,Stable,Stable
Shellharbour,Breach bail conditions,536,802,540,488,441,610.5,Stable,Down 4.8%
Shellharbour,Fail to appear,6,6,0,4,2,2.8,nc,nc
Shellharbour,Resist or hinder officer,39,59,45,54,43,59.5,Stable,Stable
Shellharbour,Other offences against justice procedures,2,10,3,11,4,5.5,nc,nc
Shellharbour,Transport regulatory offences,332,408,553,312,206,285.2,Down 34.0%,Down 11.2%
Shellharbour,Other offences,82,118,112,82,108,149.5,Stable,Stable
Shoalhaven,Murder *,0,0,0,1,0,nc,nc,nc
Shoalhaven,Attempted murder,0,0,0,0,0,nc,nc,nc
Shoalhaven,"Murder accessory, conspiracy",1,0,0,0,0,nc,nc,nc
Shoalhaven,Manslaughter *,0,0,0,1,0,nc,nc,nc
Shoalhaven,Domestic violence related assault,386,393,338,429,386,369.8,Stable,Stable
Shoalhaven,Non-domestic violence related assault,441,438,393,427,403,386.1,Stable,Stable
Shoalhaven,Assault Police,44,30,34,58,37,35.5,Down 36.2%,Stable
Shoalhaven,Sexual assault,104,101,114,83,103,98.7,Stable,Stable
Shoalhaven,"Indecent assault, act of indecency and other sexual offences",135,132,135,150,111,106.4,Stable,Stable
Shoalhaven,Abduction and kidnapping,6,2,4,1,1,1,nc,nc
Shoalhaven,Robbery without a weapon,14,8,6,12,9,8.6,nc,nc
Shoalhaven,Robbery with a firearm,1,1,1,1,5,4.8,nc,nc
Shoalhaven,Robbery with a weapon not a firearm,11,9,9,6,11,10.5,nc,nc
Shoalhaven,Blackmail and extortion,1,0,0,0,0,nc,nc,nc
Shoalhaven,"Intimidation, stalking and harassment",470,518,437,502,556,532.7,Stable,Stable
Shoalhaven,Other offences against the person,31,13,9,10,27,25.9,nc,nc
Shoalhaven,Break and enter dwelling,573,457,411,370,334,320,Stable,Down 12.6%
Shoalhaven,Break and enter non-dwelling,258,170,145,126,191,183,Stable,Stable
Shoalhaven,Receiving or handling stolen goods,88,83,78,62,70,67.1,Stable,Stable
Shoalhaven,Motor vehicle theft,178,158,144,143,187,179.2,Stable,Stable
Shoalhaven,Steal from motor vehicle,470,477,424,499,451,432.1,Stable,Stable
Shoalhaven,Steal from retail store,352,293,332,334,395,378.5,Stable,Stable
Shoalhaven,Steal from dwelling,298,254,213,243,247,236.7,Stable,Stable
Shoalhaven,Steal from person,29,10,13,29,11,10.5,nc,nc
Shoalhaven,Stock theft,7,2,4,1,1,1,nc,nc
Shoalhaven,Fraud,378,483,400,458,485,464.7,Stable,Up 6.4%
Shoalhaven,Other theft,373,374,303,330,365,349.7,Stable,Stable
Shoalhaven,Arson,118,106,120,134,124,118.8,Stable,Stable
Shoalhaven,Malicious damage to property,968,895,855,797,744,712.8,Stable,Down 6.4%
Shoalhaven,Possession and/or use of cocaine,4,3,4,12,8,7.7,nc,nc
Shoalhaven,Possession and/or use of narcotics,6,4,3,3,3,2.9,nc,nc
Shoalhaven,Possession and/or use of cannabis,207,204,299,269,254,243.4,Stable,Stable
Shoalhaven,Possession and/or use of amphetamines,113,129,143,137,176,168.6,Stable,Stable
Shoalhaven,Possession and/or use of ecstasy,8,9,11,11,8,7.7,nc,nc
Shoalhaven,Possession and/or use of other drugs,38,49,57,74,60,57.5,Stable,Up 12.1%
Shoalhaven,"Dealing, trafficking in cocaine",0,4,2,7,20,19.2,nc,nc
Shoalhaven,"Dealing, trafficking in narcotics",1,0,0,0,1,1,nc,nc
Shoalhaven,"Dealing, trafficking in cannabis",33,8,15,17,5,4.8,nc,nc
Shoalhaven,"Dealing, trafficking in amphetamines",170,29,98,15,45,43.1,nc,nc
Shoalhaven,"Dealing, trafficking in ecstasy",7,5,16,2,8,7.7,nc,nc
Shoalhaven,"Dealing, trafficking in other drugs",9,1,4,1,79,75.7,nc,nc
Shoalhaven,Cultivating cannabis,15,23,39,27,42,40.2,Stable,nc
Shoalhaven,Manufacture drug,0,1,0,1,1,1,nc,nc
Shoalhaven,Importing drugs,1,0,1,7,0,nc,nc,nc
Shoalhaven,Other drug offences,45,73,67,78,73,69.9,Stable,Up 12.9%
Shoalhaven,Prohibited and regulated weapons offences,199,179,181,276,286,274,Stable,Up 9.5%
Shoalhaven,Trespass,141,129,108,136,150,143.7,Stable,Stable
Shoalhaven,Offensive conduct,46,50,47,57,55,52.7,Stable,Stable
Shoalhaven,Offensive language,46,61,62,72,54,51.7,Stable,Stable
Shoalhaven,Criminal intent,19,23,18,23,28,26.8,Stable,nc
Shoalhaven,Betting and gaming offences,0,0,0,1,0,nc,nc,nc
Shoalhaven,Liquor offences,133,186,154,160,138,132.2,Stable,Stable
Shoalhaven,Pornography offences,8,5,7,14,7,6.7,nc,nc
Shoalhaven,Prostitution offences,0,1,0,0,2,1.9,nc,nc
Shoalhaven,Escape custody,3,7,3,1,3,2.9,nc,nc
Shoalhaven,Breach Apprehended Violence Order,232,286,214,254,274,262.5,Stable,Stable
Shoalhaven,Breach bail conditions,413,372,395,601,552,528.9,Stable,Up 7.5%
Shoalhaven,Fail to appear,4,9,6,7,3,2.9,nc,nc
Shoalhaven,Resist or hinder officer,99,111,100,129,95,91,Stable,Stable
Shoalhaven,Other offences against justice procedures,3,7,5,24,13,12.5,nc,nc
Shoalhaven,Transport regulatory offences,46,47,67,73,54,51.7,Stable,Stable
Shoalhaven,Other offences,206,248,185,176,271,259.7,Up 54.0%,Stable
Singleton,Murder *,0,0,0,0,1,4.3,nc,nc
Singleton,Attempted murder,0,0,0,0,0,nc,nc,nc
Singleton,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Singleton,Manslaughter *,0,0,0,0,0,nc,nc,nc
Singleton,Domestic violence related assault,87,84,110,96,89,380,Stable,Stable
Singleton,Non-domestic violence related assault,68,69,103,90,87,371.4,Stable,Stable
Singleton,Assault Police,7,8,4,9,3,12.8,nc,nc
Singleton,Sexual assault,10,18,24,25,16,68.3,nc,nc
Singleton,"Indecent assault, act of indecency and other sexual offences",18,18,33,29,20,85.4,Stable,nc
Singleton,Abduction and kidnapping,0,1,2,2,1,4.3,nc,nc
Singleton,Robbery without a weapon,2,1,5,2,2,8.5,nc,nc
Singleton,Robbery with a firearm,0,0,0,0,0,nc,nc,nc
Singleton,Robbery with a weapon not a firearm,4,1,1,0,2,8.5,nc,nc
Singleton,Blackmail and extortion,1,0,0,0,0,nc,nc,nc
Singleton,"Intimidation, stalking and harassment",88,76,102,108,89,380,Stable,Stable
Singleton,Other offences against the person,7,1,2,3,4,17.1,nc,nc
Singleton,Break and enter dwelling,136,102,89,100,106,452.6,Stable,Stable
Singleton,Break and enter non-dwelling,78,72,58,81,94,401.3,Stable,Stable
Singleton,Receiving or handling stolen goods,16,20,18,22,33,140.9,Stable,nc
Singleton,Motor vehicle theft,72,70,58,44,76,324.5,Stable,Stable
Singleton,Steal from motor vehicle,169,112,103,75,97,414.1,Stable,Down 13.0%
Singleton,Steal from retail store,64,63,63,63,92,392.8,Stable,Stable
Singleton,Steal from dwelling,89,87,72,101,123,525.1,Stable,Stable
Singleton,Steal from person,8,10,1,4,7,29.9,nc,nc
Singleton,Stock theft,2,1,5,4,6,25.6,nc,nc
Singleton,Fraud,65,66,113,112,134,572.1,Stable,Up 19.8%
Singleton,Other theft,130,138,94,144,124,529.4,Stable,Stable
Singleton,Arson,38,41,37,43,43,183.6,Stable,Stable
Singleton,Malicious damage to property,178,179,159,235,243,1037.5,Stable,Up 8.1%
Singleton,Possession and/or use of cocaine,0,2,0,1,2,8.5,nc,nc
Singleton,Possession and/or use of narcotics,0,1,1,0,0,nc,nc,nc
Singleton,Possession and/or use of cannabis,49,40,51,76,65,277.5,Stable,Up 7.3%
Singleton,Possession and/or use of amphetamines,34,23,30,49,45,192.1,Stable,Up 7.3%
Singleton,Possession and/or use of ecstasy,0,0,1,1,3,12.8,nc,nc
Singleton,Possession and/or use of other drugs,6,8,11,9,20,85.4,nc,nc
Singleton,"Dealing, trafficking in cocaine",0,0,0,0,0,nc,nc,nc
Singleton,"Dealing, trafficking in narcotics",0,0,0,0,0,nc,nc,nc
Singleton,"Dealing, trafficking in cannabis",0,1,1,1,1,4.3,nc,nc
Singleton,"Dealing, trafficking in amphetamines",3,0,1,1,6,25.6,nc,nc
Singleton,"Dealing, trafficking in ecstasy",1,0,0,0,8,34.2,nc,nc
Singleton,"Dealing, trafficking in other drugs",0,1,1,1,0,nc,nc,nc
Singleton,Cultivating cannabis,5,4,4,2,3,12.8,nc,nc
Singleton,Manufacture drug,3,1,0,0,0,nc,nc,nc
Singleton,Importing drugs,0,0,0,0,0,nc,nc,nc
Singleton,Other drug offences,20,5,18,9,16,68.3,nc,nc
Singleton,Prohibited and regulated weapons offences,54,59,78,82,83,354.4,Stable,Up 11.3%
Singleton,Trespass,26,33,45,71,71,303.1,Stable,Up 28.5%
Singleton,Offensive conduct,19,16,20,14,14,59.8,nc,nc
Singleton,Offensive language,4,5,11,15,4,17.1,nc,nc
Singleton,Criminal intent,2,2,7,6,3,12.8,nc,nc
Singleton,Betting and gaming offences,0,0,0,0,0,nc,nc,nc
Singleton,Liquor offences,11,17,23,31,15,64,nc,nc
Singleton,Pornography offences,1,3,2,3,0,nc,nc,nc
Singleton,Prostitution offences,0,0,0,0,0,nc,nc,nc
Singleton,Escape custody,1,1,0,2,2,8.5,nc,nc
Singleton,Breach Apprehended Violence Order,52,81,72,64,67,286.1,Stable,Stable
Singleton,Breach bail conditions,99,139,121,95,134,572.1,Up 41.1%,Stable
Singleton,Fail to appear,0,1,0,0,0,nc,nc,nc
Singleton,Resist or hinder officer,23,20,11,27,17,72.6,nc,nc
Singleton,Other offences against justice procedures,1,1,0,0,4,17.1,nc,nc
Singleton,Transport regulatory offences,2,0,73,21,62,264.7,Stable,nc
Singleton,Other offences,68,41,63,80,53,226.3,Stable,Stable
Snowy Monaro Regional,Murder *,1,0,0,0,0,nc,nc,nc
Snowy Monaro Regional,Attempted murder,0,0,0,0,0,nc,nc,nc
Snowy Monaro Regional,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Snowy Monaro Regional,Manslaughter *,0,0,0,0,0,nc,nc,nc
Snowy Monaro Regional,Domestic violence related assault,46,54,58,48,86,414.8,Up 79.2%,Up 16.9%
Snowy Monaro Regional,Non-domestic violence related assault,57,75,72,66,83,400.3,Stable,Stable
Snowy Monaro Regional,Assault Police,4,4,5,5,9,43.4,nc,nc
Snowy Monaro Regional,Sexual assault,11,20,23,19,15,72.3,nc,nc
Snowy Monaro Regional,"Indecent assault, act of indecency and other sexual offences",26,27,19,22,23,110.9,Stable,nc
Snowy Monaro Regional,Abduction and kidnapping,0,0,0,0,0,nc,nc,nc
Snowy Monaro Regional,Robbery without a weapon,1,0,0,0,1,4.8,nc,nc
Snowy Monaro Regional,Robbery with a firearm,0,0,0,0,1,4.8,nc,nc
Snowy Monaro Regional,Robbery with a weapon not a firearm,0,0,0,0,0,nc,nc,nc
Snowy Monaro Regional,Blackmail and extortion,0,0,0,0,0,nc,nc,nc
Snowy Monaro Regional,"Intimidation, stalking and harassment",64,51,75,99,87,419.6,Stable,Up 8.0%
Snowy Monaro Regional,Other offences against the person,3,1,2,1,5,24.1,nc,nc
Snowy Monaro Regional,Break and enter dwelling,34,35,38,42,38,183.3,Stable,Stable
Snowy Monaro Regional,Break and enter non-dwelling,44,21,12,30,21,101.3,Stable,nc
Snowy Monaro Regional,Receiving or handling stolen goods,15,10,8,7,14,67.5,nc,nc
Snowy Monaro Regional,Motor vehicle theft,9,13,2,19,15,72.3,nc,nc
Snowy Monaro Regional,Steal from motor vehicle,49,45,41,66,40,192.9,Stable,Stable
Snowy Monaro Regional,Steal from retail store,17,21,11,27,21,101.3,Stable,nc
Snowy Monaro Regional,Steal from dwelling,28,31,16,34,26,125.4,Stable,nc
Snowy Monaro Regional,Steal from person,4,2,1,1,2,9.6,nc,nc
Snowy Monaro Regional,Stock theft,21,17,14,13,16,77.2,nc,nc
Snowy Monaro Regional,Fraud,39,43,63,49,54,260.5,Stable,Stable
Snowy Monaro Regional,Other theft,78,61,75,65,92,443.7,Stable,Stable
Snowy Monaro Regional,Arson,28,18,26,22,7,33.8,nc,nc
Snowy Monaro Regional,Malicious damage to property,112,136,154,151,155,747.6,Stable,Up 8.5%
Snowy Monaro Regional,Possession and/or use of cocaine,7,3,7,7,13,62.7,nc,nc
Snowy Monaro Regional,Possession and/or use of narcotics,0,1,0,1,2,9.6,nc,nc
Snowy Monaro Regional,Possession and/or use of cannabis,82,78,75,48,59,284.6,Stable,Stable
Snowy Monaro Regional,Possession and/or use of amphetamines,8,8,11,10,12,57.9,nc,nc
Snowy Monaro Regional,Possession and/or use of ecstasy,18,15,14,10,11,53.1,nc,nc
Snowy Monaro Regional,Possession and/or use of other drugs,7,5,8,6,6,28.9,nc,nc
Snowy Monaro Regional,"Dealing, trafficking in cocaine",5,0,2,0,1,4.8,nc,nc
Snowy Monaro Regional,"Dealing, trafficking in narcotics",0,0,0,0,0,nc,nc,nc
Snowy Monaro Regional,"Dealing, trafficking in cannabis",4,2,5,1,0,nc,nc,nc
Snowy Monaro Regional,"Dealing, trafficking in amphetamines",11,1,1,0,0,nc,nc,nc
Snowy Monaro Regional,"Dealing, trafficking in ecstasy",3,0,6,0,1,4.8,nc,nc
Snowy Monaro Regional,"Dealing, trafficking in other drugs",0,3,4,3,0,nc,nc,nc
Snowy Monaro Regional,Cultivating cannabis,4,14,1,3,3,14.5,nc,nc
Snowy Monaro Regional,Manufacture drug,0,0,0,0,2,9.6,nc,nc
Snowy Monaro Regional,Importing drugs,0,0,0,0,0,nc,nc,nc
Snowy Monaro Regional,Other drug offences,20,19,17,9,8,38.6,nc,nc
Snowy Monaro Regional,Prohibited and regulated weapons offences,54,59,64,61,78,376.2,Stable,Stable
Snowy Monaro Regional,Trespass,40,32,60,64,41,197.8,Stable,Stable
Snowy Monaro Regional,Offensive conduct,38,25,32,30,30,144.7,Stable,Stable
Snowy Monaro Regional,Offensive language,11,12,17,11,17,82,nc,nc
Snowy Monaro Regional,Criminal intent,2,2,3,4,4,19.3,nc,nc
Snowy Monaro Regional,Betting and gaming offences,0,0,0,0,0,nc,nc,nc
Snowy Monaro Regional,Liquor offences,164,85,98,80,82,395.5,Stable,Stable
Snowy Monaro Regional,Pornography offences,1,1,0,1,3,14.5,nc,nc
Snowy Monaro Regional,Prostitution offences,0,0,0,0,0,nc,nc,nc
Snowy Monaro Regional,Escape custody,1,0,0,0,1,4.8,nc,nc
Snowy Monaro Regional,Breach Apprehended Violence Order,12,31,36,27,46,221.9,Up 70.4%,nc
Snowy Monaro Regional,Breach bail conditions,21,30,23,49,58,279.7,Stable,Up 28.9%
Snowy Monaro Regional,Fail to appear,0,1,0,0,0,nc,nc,nc
Snowy Monaro Regional,Resist or hinder officer,27,21,18,29,24,115.8,Stable,nc
Snowy Monaro Regional,Other offences against justice procedures,0,2,0,1,2,9.6,nc,nc
Snowy Monaro Regional,Transport regulatory offences,0,0,1,0,1,4.8,nc,nc
Snowy Monaro Regional,Other offences,145,95,112,77,89,429.3,Stable,Stable
Snowy Valleys,Murder *,0,0,0,0,0,nc,nc,nc
Snowy Valleys,Attempted murder,0,0,0,0,0,nc,nc,nc
Snowy Valleys,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Snowy Valleys,Manslaughter *,0,0,0,0,0,nc,nc,nc
Snowy Valleys,Domestic violence related assault,79,87,67,66,74,509.2,Stable,Stable
Snowy Valleys,Non-domestic violence related assault,72,63,68,60,48,330.3,Stable,Stable
Snowy Valleys,Assault Police,1,1,5,5,1,6.9,nc,nc
Snowy Valleys,Sexual assault,13,13,17,19,17,117,nc,nc
Snowy Valleys,"Indecent assault, act of indecency and other sexual offences",28,23,28,23,26,178.9,Stable,Stable
Snowy Valleys,Abduction and kidnapping,0,0,0,0,0,nc,nc,nc
Snowy Valleys,Robbery without a weapon,0,0,1,0,2,13.8,nc,nc
Snowy Valleys,Robbery with a firearm,0,0,0,0,0,nc,nc,nc
Snowy Valleys,Robbery with a weapon not a firearm,1,1,0,0,0,nc,nc,nc
Snowy Valleys,Blackmail and extortion,0,0,0,0,0,nc,nc,nc
Snowy Valleys,"Intimidation, stalking and harassment",61,81,65,81,89,612.4,Stable,Up 9.9%
Snowy Valleys,Other offences against the person,1,3,2,4,5,34.4,nc,nc
Snowy Valleys,Break and enter dwelling,26,91,115,82,59,406,Down 28.0%,Stable
Snowy Valleys,Break and enter non-dwelling,35,49,47,43,45,309.7,Stable,Stable
Snowy Valleys,Receiving or handling stolen goods,9,24,16,5,22,151.4,nc,nc
Snowy Valleys,Motor vehicle theft,18,16,28,38,20,137.6,Down 47.4%,nc
Snowy Valleys,Steal from motor vehicle,55,100,146,76,106,729.4,Stable,Stable
Snowy Valleys,Steal from retail store,12,29,22,37,31,213.3,Stable,nc
Snowy Valleys,Steal from dwelling,46,87,71,47,55,378.5,Stable,Stable
Snowy Valleys,Steal from person,4,4,7,1,2,13.8,nc,nc
Snowy Valleys,Stock theft,6,11,3,8,4,27.5,nc,nc
Snowy Valleys,Fraud,23,48,45,42,42,289,Stable,Stable
Snowy Valleys,Other theft,71,78,70,80,56,385.4,Down 30.0%,Stable
Snowy Valleys,Arson,13,20,23,40,19,130.7,nc,nc
